Time,X,Y,Z,Vx,Vy,Vz,dVel_X,dVel_Y,dVel_Z,Alt(m)
159.4,-3046002.13,3992463.31,4039919.79,-1002.09,-667.42,20.16,4.42,-5.77625,-6.01494,75354.08
159.5,-3046102.28,3992396.48,4039921.71,-1001.65,-668,19.55,4.42,-5.7762,-6.01492,75361.2
159.6,-3046202.37,3992329.59,4039923.58,-1001.21,-668.57,18.95,4.42,-5.77614,-6.0149,75368.24
159.7,-3046302.43,3992262.65,4039925.38,-1000.77,-669.15,18.35,4.42,-5.77609,-6.01489,75375.18
159.8,-3046402.44,3992195.64,4039927.13,-1000.32,-669.73,17.75,4.42,-5.77604,-6.01487,75382.04
159.9,-3046502.4,3992128.58,4039928.81,-999.88,-670.31,17.15,4.42,-5.77598,-6.01485,75388.8
160,-3046602.33,3992061.47,4039930.44,-999.44,-670.89,16.55,4.42,-5.77593,-6.01483,75395.46
160.1,-3046702.2,3991994.29,4039932,-999,-671.46,15.95,4.42,-5.77587,-6.01482,75402.04
160.2,-3046802.04,3991927.06,4039933.51,-998.55,-672.04,15.34,4.42,-5.77582,-6.0148,75408.52
160.3,-3046901.83,3991859.77,4039934.95,-998.11,-672.62,14.74,4.42,-5.77577,-6.01478,75414.91
160.4,-3047001.57,3991792.42,4039936.34,-997.67,-673.2,14.14,4.42,-5.77572,-6.01477,75421.21
160.5,-3047101.27,3991725.01,4039937.66,-997.23,-673.77,13.54,4.42,-5.77566,-6.01475,75427.42
160.6,-3047200.93,3991657.55,4039938.92,-996.78,-674.35,12.94,4.42,-5.77561,-6.01474,75433.53
160.7,-3047300.54,3991590.03,4039940.13,-996.34,-674.93,12.34,4.42,-5.77556,-6.01472,75439.55
160.8,-3047400.11,3991522.45,4039941.27,-995.9,-675.51,11.74,4.42,-5.7755,-6.0147,75445.48
160.9,-3047499.63,3991454.81,4039942.35,-995.46,-676.08,11.13,4.42,-5.77545,-6.01469,75451.32
161,-3047599.11,3991387.12,4039943.38,-995.02,-676.66,10.53,4.42,-5.7754,-6.01467,75457.07
161.1,-3047698.55,3991319.36,4039944.34,-994.57,-677.24,9.93,4.42,-5.77535,-6.01466,75462.72
161.2,-3047797.94,3991251.55,4039945.24,-994.13,-677.82,9.33,4.42,-5.7753,-6.01464,75468.28
161.3,-3047897.28,3991183.68,4039946.09,-993.69,-678.39,8.73,4.42,-5.77525,-6.01463,75473.75
161.4,-3047996.59,3991115.76,4039946.87,-993.25,-678.97,8.13,4.42,-5.77519,-6.01461,75479.13
161.5,-3048095.84,3991047.77,4039947.59,-992.8,-679.55,7.53,4.42,-5.77514,-6.0146,75484.42
161.6,-3048195.06,3990979.73,4039948.25,-992.36,-680.13,6.92,4.42,-5.77509,-6.01458,75489.61
161.7,-3048294.23,3990911.63,4039948.86,-991.92,-680.7,6.32,4.42,-5.77504,-6.01457,75494.71
161.8,-3048393.35,3990843.48,4039949.4,-991.48,-681.28,5.72,4.42,-5.77499,-6.01456,75499.72
161.9,-3048492.44,3990775.26,4039949.88,-991.03,-681.86,5.12,4.42,-5.77494,-6.01454,75504.64
162,-3048591.47,3990706.99,4039950.3,-990.59,-682.44,4.52,4.42,-5.77489,-6.01453,75509.46
162.1,-3048690.46,3990638.66,4039950.66,-990.15,-683.01,3.92,4.42,-5.77484,-6.01451,75514.19
162.2,-3048789.41,3990570.27,4039950.96,-989.71,-683.59,3.32,4.42,-5.77479,-6.0145,75518.83
162.3,-3048888.32,3990501.83,4039951.21,-989.26,-684.17,2.71,4.42,-5.77474,-6.01449,75523.38
162.4,-3048987.18,3990433.32,4039951.39,-988.82,-684.75,2.11,4.42,-5.77469,-6.01447,75527.84
162.5,-3049085.99,3990364.76,4039951.51,-988.38,-685.32,1.51,4.42,-5.77464,-6.01446,75532.2
162.6,-3049184.77,3990296.14,4039951.57,-987.94,-685.9,0.91,4.42,-5.77459,-6.01445,75536.47
162.7,-3049283.49,3990227.47,4039951.57,-987.49,-686.48,0.31,4.42,-5.77454,-6.01444,75540.65
162.8,-3049382.18,3990158.73,4039951.51,-987.05,-687.06,-0.29,4.42,-5.77449,-6.01442,75544.74
162.9,-3049480.81,3990089.94,4039951.39,-986.61,-687.63,-0.89,4.42,-5.77444,-6.01441,75548.73
163,-3049579.41,3990021.09,4039951.21,-986.17,-688.21,-1.5,4.42,-5.77439,-6.0144,75552.64
163.1,-3049677.96,3989952.18,4039950.97,-985.73,-688.79,-2.1,4.42,-5.77435,-6.01439,75556.45
163.2,-3049776.47,3989883.22,4039950.67,-985.28,-689.37,-2.7,4.42,-5.7743,-6.01438,75560.17
163.3,-3049874.93,3989814.19,4039950.31,-984.84,-689.94,-3.3,4.42,-5.77425,-6.01437,75563.79
163.4,-3049973.35,3989745.11,4039949.89,-984.4,-690.52,-3.9,4.42,-5.7742,-6.01435,75567.33
163.5,-3050071.72,3989675.97,4039949.41,-983.96,-691.1,-4.5,4.42,-5.77415,-6.01434,75570.77
163.6,-3050170.05,3989606.78,4039948.87,-983.51,-691.68,-5.1,4.42,-5.77411,-6.01433,75574.12
163.7,-3050268.33,3989537.52,4039948.27,-983.07,-692.25,-5.71,4.42,-5.77406,-6.01432,75577.38
163.8,-3050366.57,3989468.21,4039947.61,-982.63,-692.83,-6.31,4.42,-5.77401,-6.01431,75580.54
163.9,-3050464.77,3989398.84,4039946.89,-982.19,-693.41,-6.91,4.42,-5.77396,-6.0143,75583.62
164,-3050562.92,3989329.41,4039946.11,-981.74,-693.98,-7.51,4.42,-5.77392,-6.01429,75586.6
164.1,-3050661.03,3989259.93,4039945.26,-981.3,-694.56,-8.11,4.42,-5.77387,-6.01428,75589.49
164.2,-3050759.09,3989190.39,4039944.36,-980.86,-695.14,-8.71,4.43,-5.77382,-6.01427,75592.28
164.3,-3050857.11,3989120.79,4039943.4,-980.42,-695.72,-9.31,4.43,-5.77378,-6.01426,75594.99
164.4,-3050955.09,3989051.13,4039942.38,-979.97,-696.29,-9.92,4.43,-5.77373,-6.01425,75597.6
164.5,-3051053.02,3988981.41,4039941.3,-979.53,-696.87,-10.52,4.43,-5.77368,-6.01424,75600.12
164.6,-3051150.91,3988911.64,4039940.16,-979.09,-697.45,-11.12,4.43,-5.77364,-6.01423,75602.55
164.7,-3051248.75,3988841.81,4039938.95,-978.65,-698.03,-11.72,4.43,-5.77359,-6.01422,75604.89
164.8,-3051346.55,3988771.92,4039937.69,-978.2,-698.6,-12.32,4.43,-5.77354,-6.01421,75607.13
164.9,-3051444.3,3988701.97,4039936.37,-977.76,-699.18,-12.92,4.43,-5.7735,-6.0142,75609.28
165,-3051542.01,3988631.96,4039934.99,-977.32,-699.76,-13.52,4.43,-5.77345,-6.0142,75611.34
165.1,-3051639.68,3988561.9,4039933.54,-976.88,-700.34,-14.13,4.43,-5.77341,-6.01419,75613.31
165.2,-3051737.3,3988491.78,4039932.04,-976.43,-700.91,-14.73,4.43,-5.77336,-6.01418,75615.19
165.3,-3051834.87,3988421.6,4039930.48,-975.99,-701.49,-15.33,4.43,-5.77332,-6.01417,75616.97
165.4,-3051932.41,3988351.37,4039928.85,-975.55,-702.07,-15.93,4.43,-5.77327,-6.01416,75618.66
165.5,-3052029.89,3988281.07,4039927.17,-975.1,-702.65,-16.53,4.43,-5.77323,-6.01416,75620.26
165.6,-3052127.34,3988210.72,4039925.43,-974.66,-703.22,-17.13,4.43,-5.77318,-6.01415,75621.77
165.7,-3052224.74,3988140.31,4039923.62,-974.22,-703.8,-17.73,4.43,-5.77314,-6.01414,75623.18
165.8,-3052322.09,3988069.85,4039921.76,-973.78,-704.38,-18.34,4.43,-5.77309,-6.01413,75624.51
165.9,-3052419.4,3987999.32,4039919.84,-973.33,-704.95,-18.94,4.43,-5.77305,-6.01413,75625.74
166,-3052516.67,3987928.74,4039917.85,-972.89,-705.53,-19.54,4.43,-5.77301,-6.01412,75626.88
166.1,-3052613.89,3987858.1,4039915.81,-972.45,-706.11,-20.14,4.43,-5.77296,-6.01411,75627.92
166.2,-3052711.07,3987787.4,4039913.7,-972.01,-706.69,-20.74,4.43,-5.77292,-6.01411,75628.88
166.3,-3052808.21,3987716.65,4039911.54,-971.56,-707.26,-21.34,4.43,-5.77288,-6.0141,75629.74
166.4,-3052905.3,3987645.84,4039909.32,-971.12,-707.84,-21.94,4.43,-5.77283,-6.01409,75630.51
166.5,-3053002.34,3987574.97,4039907.03,-970.68,-708.42,-22.55,4.43,-5.77279,-6.01409,75631.19
166.6,-3053099.34,3987504.04,4039904.69,-970.24,-709,-23.15,4.43,-5.77275,-6.01408,75631.77
166.7,-3053196.3,3987433.05,4039902.28,-969.79,-709.57,-23.75,4.43,-5.7727,-6.01407,75632.26
166.8,-3053293.21,3987362.01,4039899.82,-969.35,-710.15,-24.35,4.43,-5.77266,-6.01407,75632.67
166.9,-3053390.08,3987290.91,4039897.29,-968.91,-710.73,-24.95,4.43,-5.77262,-6.01406,75632.98
167,-3053486.91,3987219.75,4039894.71,-968.47,-711.3,-25.55,4.43,-5.77258,-6.01406,75633.19
167.1,-3053583.69,3987148.53,4039892.06,-968.02,-711.88,-26.15,4.43,-5.77253,-6.01405,75633.32
167.2,-3053680.42,3987077.25,4039889.35,-967.58,-712.46,-26.76,4.43,-5.77249,-6.01405,75633.35
167.3,-3053777.12,3987005.92,4039886.59,-967.14,-713.04,-27.36,4.43,-5.77245,-6.01404,75633.29
167.4,-3053873.76,3986934.53,4039883.76,-966.69,-713.61,-27.96,4.43,-5.77241,-6.01404,75633.14
167.5,-3053970.37,3986863.08,4039880.88,-966.25,-714.19,-28.56,4.43,-5.77237,-6.01403,75632.9
167.6,-3054066.92,3986791.58,4039877.93,-965.81,-714.77,-29.16,4.43,-5.77232,-6.01403,75632.56
167.7,-3054163.44,3986720.02,4039874.92,-965.37,-715.35,-29.76,4.43,-5.77228,-6.01403,75632.13
167.8,-3054259.91,3986648.39,4039871.86,-964.92,-715.92,-30.36,4.43,-5.77224,-6.01402,75631.61
167.9,-3054356.34,3986576.72,4039868.73,-964.48,-716.5,-30.97,4.43,-5.7722,-6.01402,75631
168,-3054452.72,3986504.98,4039865.54,-964.04,-717.08,-31.57,4.43,-5.77216,-6.01402,75630.3
168.1,-3054549.05,3986433.18,4039862.3,-963.6,-717.65,-32.17,4.43,-5.77212,-6.01401,75629.5
168.2,-3054645.35,3986361.33,4039858.99,-963.15,-718.23,-32.77,4.43,-5.77208,-6.01401,75628.61
168.3,-3054741.6,3986289.42,4039855.62,-962.71,-718.81,-33.37,4.43,-5.77204,-6.01401,75627.63
168.4,-3054837.8,3986217.46,4039852.2,-962.27,-719.39,-33.97,4.43,-5.772,-6.014,75626.56
168.5,-3054933.96,3986145.43,4039848.71,-961.82,-719.96,-34.57,4.43,-5.77196,-6.014,75625.39
168.6,-3055030.08,3986073.35,4039845.16,-961.38,-720.54,-35.18,4.43,-5.77192,-6.014,75624.13
168.7,-3055126.15,3986001.21,4039841.55,-960.94,-721.12,-35.78,4.43,-5.77188,-6.014,75622.78
168.8,-3055222.18,3985929.01,4039837.88,-960.5,-721.69,-36.38,4.43,-5.77184,-6.01399,75621.34
168.9,-3055318.16,3985856.75,4039834.16,-960.05,-722.27,-36.98,4.43,-5.7718,-6.01399,75619.81
169,-3055414.1,3985784.44,4039830.37,-959.61,-722.85,-37.58,4.43,-5.77176,-6.01399,75618.18
169.1,-3055509.99,3985712.07,4039826.52,-959.17,-723.43,-38.18,4.43,-5.77172,-6.01399,75616.47
169.2,-3055605.84,3985639.64,4039822.61,-958.73,-724,-38.78,4.43,-5.77168,-6.01399,75614.66
169.3,-3055701.65,3985567.15,4039818.64,-958.28,-724.58,-39.39,4.43,-5.77165,-6.01398,75612.75
169.4,-3055797.41,3985494.61,4039814.61,-957.84,-725.16,-39.99,4.43,-5.77161,-6.01398,75610.76
169.5,-3055893.13,3985422,4039810.53,-957.4,-725.73,-40.59,4.43,-5.77157,-6.01398,75608.67
169.6,-3055988.8,3985349.34,4039806.38,-956.95,-726.31,-41.19,4.43,-5.77153,-6.01398,75606.49
169.7,-3056084.43,3985276.63,4039802.17,-956.51,-726.89,-41.79,4.43,-5.77149,-6.01398,75604.22
169.8,-3056180.02,3985203.85,4039797.9,-956.07,-727.47,-42.39,4.43,-5.77145,-6.01398,75601.86
169.9,-3056275.56,3985131.02,4039793.57,-955.63,-728.04,-42.99,4.43,-5.77142,-6.01398,75599.4
170,-3056371.05,3985058.13,4039789.18,-955.18,-728.62,-43.6,4.43,-5.77138,-6.01398,75596.86
170.1,-3056466.51,3984985.18,4039784.73,-954.74,-729.2,-44.2,4.43,-5.77134,-6.01398,75594.22
170.2,-3056561.91,3984912.17,4039780.22,-954.3,-729.77,-44.8,4.43,-5.7713,-6.01398,75591.49
170.3,-3056657.28,3984839.11,4039775.65,-953.85,-730.35,-45.4,4.43,-5.77127,-6.01398,75588.66
170.4,-3056752.6,3984765.99,4039771.02,-953.41,-730.93,-46,4.43,-5.77123,-6.01398,75585.75
170.5,-3056847.87,3984692.81,4039766.33,-952.97,-731.51,-46.6,4.43,-5.77119,-6.01398,75582.74
170.6,-3056943.1,3984619.57,4039761.58,-952.53,-732.08,-47.2,4.43,-5.77116,-6.01398,75579.64
170.7,-3057038.29,3984546.27,4039756.77,-952.08,-732.66,-47.8,4.43,-5.77112,-6.01398,75576.45
170.8,-3057133.43,3984472.92,4039751.9,-951.64,-733.24,-48.41,4.43,-5.77108,-6.01398,75573.16
170.9,-3057228.53,3984399.51,4039746.97,-951.2,-733.81,-49.01,4.43,-5.77105,-6.01398,75569.79
171,-3057323.58,3984326.04,4039741.98,-950.75,-734.39,-49.61,4.43,-5.77101,-6.01399,75566.32
171.1,-3057418.59,3984252.52,4039736.92,-950.31,-734.97,-50.21,4.43,-5.77098,-6.01399,75562.76
171.2,-3057513.55,3984178.93,4039731.81,-949.87,-735.55,-50.81,4.43,-5.77094,-6.01399,75559.1
171.3,-3057608.47,3984105.29,4039726.64,-949.43,-736.12,-51.41,4.43,-5.77091,-6.01399,75555.36
171.4,-3057703.35,3984031.59,4039721.41,-948.98,-736.7,-52.01,4.43,-5.77087,-6.01399,75551.52
171.5,-3057798.18,3983957.84,4039716.12,-948.54,-737.28,-52.62,4.43,-5.77083,-6.014,75547.59
171.6,-3057892.97,3983884.02,4039710.77,-948.1,-737.85,-53.22,4.43,-5.7708,-6.014,75543.57
171.7,-3057987.71,3983810.15,4039705.35,-947.65,-738.43,-53.82,4.43,-5.77076,-6.014,75539.46
171.8,-3058082.41,3983736.22,4039699.88,-947.21,-739.01,-54.42,4.43,-5.77073,-6.014,75535.25
171.9,-3058177.07,3983662.23,4039694.35,-946.77,-739.59,-55.02,4.43,-5.7707,-6.01401,75530.95
172,-3058271.68,3983588.19,4039688.76,-946.32,-740.16,-55.62,4.43,-5.77066,-6.01401,75526.56
172.1,-3058366.24,3983514.09,4039683.11,-945.88,-740.74,-56.22,4.43,-5.77063,-6.01401,75522.08
172.2,-3058460.76,3983439.93,4039677.39,-945.44,-741.32,-56.83,4.43,-5.77059,-6.01402,75517.5
172.3,-3058555.24,3983365.71,4039671.62,-945,-741.89,-57.43,4.43,-5.77056,-6.01402,75512.84
172.4,-3058649.67,3983291.43,4039665.79,-944.55,-742.47,-58.03,4.43,-5.77053,-6.01402,75508.08
172.5,-3058744.06,3983217.1,4039659.89,-944.11,-743.05,-58.63,4.43,-5.77049,-6.01403,75503.23
172.6,-3058838.41,3983142.71,4039653.94,-943.67,-743.62,-59.23,4.43,-5.77046,-6.01403,75498.28
172.7,-3058932.71,3983068.26,4039647.93,-943.22,-744.2,-59.83,4.43,-5.77042,-6.01404,75493.25
172.8,-3059026.96,3982993.75,4039641.85,-942.78,-744.78,-60.43,4.43,-5.77039,-6.01404,75488.12
172.9,-3059121.18,3982919.19,4039635.72,-942.34,-745.36,-61.04,4.43,-5.77036,-6.01405,75482.9
173,-3059215.34,3982844.56,4039629.53,-941.89,-745.93,-61.64,4.43,-5.77033,-6.01405,75477.59
173.1,-3059309.47,3982769.89,4039623.27,-941.45,-746.51,-62.24,4.43,-5.77029,-6.01405,75472.19
173.2,-3059403.54,3982695.15,4039616.96,-941.01,-747.09,-62.84,4.43,-5.77026,-6.01406,75466.69
173.3,-3059497.58,3982620.35,4039610.58,-940.57,-747.66,-63.44,4.43,-5.77023,-6.01407,75461.1
173.4,-3059591.57,3982545.5,4039604.15,-940.12,-748.24,-64.04,4.43,-5.7702,-6.01407,75455.42
173.5,-3059685.51,3982470.59,4039597.66,-939.68,-748.82,-64.64,4.43,-5.77016,-6.01408,75449.65
173.6,-3059779.42,3982395.62,4039591.1,-939.24,-749.39,-65.25,4.43,-5.77013,-6.01408,75443.79
173.7,-3059873.27,3982320.59,4039584.49,-938.79,-749.97,-65.85,4.43,-5.7701,-6.01409,75437.83
173.8,-3059967.09,3982245.51,4039577.81,-938.35,-750.55,-66.45,4.43,-5.77007,-6.01409,75431.78
173.9,-3060060.85,3982170.37,4039571.08,-937.91,-751.13,-67.05,4.43,-5.77004,-6.0141,75425.64
174,-3060154.58,3982095.17,4039564.28,-937.46,-751.7,-67.65,4.43,-5.77001,-6.01411,75419.41
174.1,-3060248.26,3982019.91,4039557.43,-937.02,-752.28,-68.25,4.43,-5.76998,-6.01411,75413.08
174.2,-3060341.89,3981944.6,4039550.51,-936.58,-752.86,-68.85,4.43,-5.76994,-6.01412,75406.66
174.3,-3060435.49,3981869.23,4039543.53,-936.13,-753.43,-69.46,4.43,-5.76991,-6.01413,75400.15
174.4,-3060529.03,3981793.8,4039536.5,-935.69,-754.01,-70.06,4.43,-5.76988,-6.01413,75393.55
174.5,-3060622.54,3981718.31,4039529.4,-935.25,-754.59,-70.66,4.43,-5.76985,-6.01414,75386.86
174.6,-3060715.99,3981642.76,4039522.25,-934.81,-755.16,-71.26,4.43,-5.76982,-6.01415,75380.07
174.7,-3060809.41,3981567.16,4039515.03,-934.36,-755.74,-71.86,4.43,-5.76979,-6.01416,75373.19
174.8,-3060902.78,3981491.5,4039507.75,-933.92,-756.32,-72.46,4.43,-5.76976,-6.01416,75366.22
174.9,-3060996.1,3981415.78,4039500.42,-933.48,-756.9,-73.06,4.43,-5.76973,-6.01417,75359.16
175,-3061089.38,3981340.01,4039493.02,-933.03,-757.47,-73.67,4.43,-5.7697,-6.01418,75352
175.1,-3061182.62,3981264.17,4039485.56,-932.59,-758.05,-74.27,4.43,-5.76967,-6.01419,75344.76
175.2,-3061275.81,3981188.28,4039478.05,-932.15,-758.63,-74.87,4.43,-5.76964,-6.0142,75337.42
175.3,-3061368.96,3981112.33,4039470.47,-931.7,-759.2,-75.47,4.43,-5.76961,-6.01421,75329.99
175.4,-3061462.07,3981036.32,4039462.83,-931.26,-759.78,-76.07,4.43,-5.76959,-6.01421,75322.46
175.5,-3061555.12,3980960.26,4039455.14,-930.82,-760.36,-76.67,4.43,-5.76956,-6.01422,75314.85
175.6,-3061648.14,3980884.14,4039447.38,-930.37,-760.93,-77.27,4.43,-5.76953,-6.01423,75307.14
175.7,-3061741.11,3980807.96,4039439.56,-929.93,-761.51,-77.88,4.43,-5.7695,-6.01424,75299.34
175.8,-3061834.04,3980731.72,4039431.68,-929.49,-762.09,-78.48,4.43,-5.76947,-6.01425,75291.45
175.9,-3061926.92,3980655.42,4039423.75,-929.04,-762.67,-79.08,4.43,-5.76944,-6.01426,75283.47
176,-3062019.76,3980579.07,4039415.75,-928.6,-763.24,-79.68,4.43,-5.76941,-6.01427,75275.39
176.1,-3062112.55,3980502.66,4039407.69,-928.16,-763.82,-80.28,4.43,-5.76939,-6.01428,75267.22
176.2,-3062205.3,3980426.19,4039399.57,-927.71,-764.4,-80.88,4.43,-5.76936,-6.01429,75258.96
176.3,-3062298.01,3980349.67,4039391.39,-927.27,-764.97,-81.48,4.43,-5.76933,-6.0143,75250.61
176.4,-3062390.67,3980273.08,4039383.15,-926.83,-765.55,-82.09,4.43,-5.7693,-6.01431,75242.16
176.5,-3062483.28,3980196.44,4039374.86,-926.38,-766.13,-82.69,4.43,-5.76928,-6.01432,75233.63
176.6,-3062575.85,3980119.74,4039366.5,-925.94,-766.7,-83.29,4.43,-5.76925,-6.01433,75225
176.7,-3062668.38,3980042.98,4039358.08,-925.5,-767.28,-83.89,4.43,-5.76922,-6.01434,75216.28
176.8,-3062760.86,3979966.17,4039349.6,-925.05,-767.86,-84.49,4.43,-5.76919,-6.01435,75207.46
176.9,-3062853.3,3979889.3,4039341.06,-924.61,-768.43,-85.09,4.43,-5.76917,-6.01437,75198.56
177,-3062945.7,3979812.37,4039332.46,-924.17,-769.01,-85.69,4.43,-5.76914,-6.01438,75189.56
177.1,-3063038.05,3979735.38,4039323.8,-923.72,-769.59,-86.3,4.43,-5.76911,-6.01439,75180.47
177.2,-3063130.35,3979658.33,4039315.08,-923.28,-770.17,-86.9,4.43,-5.76909,-6.0144,75171.29
177.3,-3063222.62,3979581.23,4039306.3,-922.84,-770.74,-87.5,4.43,-5.76906,-6.01441,75162.01
177.4,-3063314.83,3979504.07,4039297.46,-922.39,-771.32,-88.1,4.43,-5.76904,-6.01442,75152.65
177.5,-3063407.01,3979426.85,4039288.56,-921.95,-771.9,-88.7,4.43,-5.76901,-6.01444,75143.19
177.6,-3063499.13,3979349.57,4039279.6,-921.51,-772.47,-89.3,4.43,-5.76898,-6.01445,75133.64
177.7,-3063591.22,3979272.24,4039270.58,-921.06,-773.05,-89.9,4.43,-5.76896,-6.01446,75123.99
177.8,-3063683.26,3979194.85,4039261.5,-920.62,-773.63,-90.51,4.43,-5.76893,-6.01447,75114.26
177.9,-3063775.25,3979117.4,4039252.36,-920.18,-774.2,-91.11,4.43,-5.76891,-6.01449,75104.43
178,-3063867.21,3979039.89,4039243.16,-919.73,-774.78,-91.71,4.43,-5.76888,-6.0145,75094.51
178.1,-3063959.11,3978962.33,4039233.9,-919.29,-775.36,-92.31,4.43,-5.76886,-6.01451,75084.5
178.2,-3064050.98,3978884.71,4039224.57,-918.85,-775.93,-92.91,4.43,-5.76883,-6.01453,75074.4
178.3,-3064142.79,3978807.03,4039215.19,-918.4,-776.51,-93.51,4.43,-5.76881,-6.01454,75064.2
178.4,-3064234.57,3978729.29,4039205.75,-917.96,-777.09,-94.11,4.43,-5.76879,-6.01455,75053.91
178.5,-3064326.3,3978651.49,4039196.25,-917.52,-777.67,-94.72,4.43,-5.76876,-6.01457,75043.53
178.6,-3064417.98,3978573.64,4039186.69,-917.07,-778.24,-95.32,4.43,-5.76874,-6.01458,75033.06
178.7,-3064509.62,3978495.73,4039177.07,-916.63,-778.82,-95.92,4.43,-5.76871,-6.0146,75022.5
178.8,-3064601.22,3978417.76,4039167.38,-916.19,-779.4,-96.52,4.43,-5.76869,-6.01461,75011.84
178.9,-3064692.77,3978339.74,4039157.64,-915.74,-779.97,-97.12,4.43,-5.76867,-6.01463,75001.09
179,-3064784.28,3978261.65,4039147.84,-915.3,-780.55,-97.72,4.43,-5.76864,-6.01464,74990.25
179.1,-3064875.74,3978183.51,4039137.98,-914.86,-781.13,-98.32,4.43,-5.76862,-6.01466,74979.32
179.2,-3064967.16,3978105.31,4039128.05,-914.41,-781.7,-98.93,4.43,-5.7686,-6.01467,74968.29
179.3,-3065058.54,3978027.05,4039118.07,-913.97,-782.28,-99.53,4.43,-5.76857,-6.01469,74957.17
179.4,-3065149.87,3977948.74,4039108.03,-913.53,-782.86,-100.13,4.43,-5.76855,-6.0147,74945.96
179.5,-3065241.15,3977870.37,4039097.93,-913.08,-783.43,-100.73,4.44,-5.76853,-6.01472,74934.66
179.6,-3065332.39,3977791.94,4039087.76,-912.64,-784.01,-101.33,4.44,-5.7685,-6.01473,74923.27
179.7,-3065423.59,3977713.45,4039077.54,-912.2,-784.59,-101.93,4.44,-5.76848,-6.01475,74911.78
179.8,-3065514.75,3977634.9,4039067.26,-911.75,-785.16,-102.53,4.44,-5.76846,-6.01476,74900.2
179.9,-3065605.85,3977556.3,4039056.91,-911.31,-785.74,-103.14,4.44,-5.76844,-6.01478,74888.53
180,-3065696.92,3977477.64,4039046.51,-910.86,-786.32,-103.74,4.44,-5.76841,-6.0148,74876.77
180.1,-3065787.94,3977398.92,4039036.04,-910.42,-786.89,-104.34,4.44,-5.76839,-6.01481,74864.91
180.2,-3065878.91,3977320.15,4039025.52,-909.98,-787.47,-104.94,4.44,-5.76837,-6.01483,74852.97
180.3,-3065969.85,3977241.31,4039014.94,-909.53,-788.05,-105.54,4.44,-5.76835,-6.01485,74840.93
180.4,-3066060.73,3977162.42,4039004.29,-909.09,-788.63,-106.14,4.44,-5.76833,-6.01486,74828.8
180.5,-3066151.57,3977083.47,4038993.59,-908.65,-789.2,-106.75,4.44,-5.76831,-6.01488,74816.57
180.6,-3066242.37,3977004.47,4038982.82,-908.2,-789.78,-107.35,4.44,-5.76829,-6.0149,74804.26
180.7,-3066333.13,3976925.4,4038972,-907.76,-790.36,-107.95,4.44,-5.76827,-6.01492,74791.85
180.8,-3066423.84,3976846.28,4038961.11,-907.32,-790.93,-108.55,4.44,-5.76824,-6.01493,74779.35
180.9,-3066514.5,3976767.1,4038950.17,-906.87,-791.51,-109.15,4.44,-5.76822,-6.01495,74766.76
181,-3066605.12,3976687.86,4038939.16,-906.43,-792.09,-109.75,4.44,-5.7682,-6.01497,74754.07
181.1,-3066695.7,3976608.57,4038928.1,-905.99,-792.66,-110.35,4.44,-5.76818,-6.01499,74741.3
181.2,-3066786.23,3976529.21,4038916.97,-905.54,-793.24,-110.96,4.44,-5.76816,-6.01501,74728.43
181.3,-3066876.72,3976449.8,4038905.78,-905.1,-793.82,-111.56,4.44,-5.76814,-6.01502,74715.47
181.4,-3066967.16,3976370.34,4038894.54,-904.65,-794.39,-112.16,4.44,-5.76812,-6.01504,74702.42
181.5,-3067057.56,3976290.81,4038883.23,-904.21,-794.97,-112.76,4.44,-5.7681,-6.01506,74689.27
181.6,-3067147.91,3976211.23,4038871.87,-903.77,-795.55,-113.36,4.44,-5.76808,-6.01508,74676.03
181.7,-3067238.22,3976131.58,4038860.44,-903.32,-796.12,-113.96,4.44,-5.76806,-6.0151,74662.7
181.8,-3067328.49,3976051.89,4038848.95,-902.88,-796.7,-114.56,4.44,-5.76804,-6.01512,74649.28
181.9,-3067418.71,3975972.13,4038837.41,-902.44,-797.28,-115.17,4.44,-5.76803,-6.01514,74635.77
182,-3067508.89,3975892.32,4038825.8,-901.99,-797.85,-115.77,4.44,-5.76801,-6.01516,74622.16
182.1,-3067599.02,3975812.44,4038814.13,-901.55,-798.43,-116.37,4.44,-5.76799,-6.01518,74608.46
182.2,-3067689.11,3975732.51,4038802.41,-901.1,-799.01,-116.97,4.44,-5.76797,-6.0152,74594.67
182.3,-3067779.15,3975652.53,4038790.62,-900.66,-799.58,-117.57,4.44,-5.76795,-6.01522,74580.79
182.4,-3067869.15,3975572.48,4038778.77,-900.22,-800.16,-118.17,4.44,-5.76793,-6.01524,74566.82
182.5,-3067959.11,3975492.38,4038766.86,-899.77,-800.74,-118.78,4.44,-5.76791,-6.01526,74552.75
182.6,-3068049.02,3975412.22,4038754.9,-899.33,-801.32,-119.38,4.44,-5.7679,-6.01528,74538.59
182.7,-3068138.89,3975332,4038742.87,-898.89,-801.89,-119.98,4.44,-5.76788,-6.0153,74524.34
182.8,-3068228.71,3975251.72,4038730.78,-898.44,-802.47,-120.58,4.44,-5.76786,-6.01532,74510
182.9,-3068318.49,3975171.39,4038718.63,-898,-803.05,-121.18,4.44,-5.76784,-6.01534,74495.56
183,-3068408.22,3975091,4038706.42,-897.55,-803.62,-121.78,4.44,-5.76782,-6.01536,74481.03
183.1,-3068497.91,3975010.55,4038694.15,-897.11,-804.2,-122.38,4.44,-5.76781,-6.01539,74466.41
