Time,X,Y,Z,Vx,Vy,Vz,dVel_X,dVel_Y,dVel_Z,Alt(m)
25.3,-2901224.39,4029217.34,3996488.64,-295.67,80.2,192.73,-16.63,-0.38248,7.61937,3962.36
25.4,-2901254.21,4029225.35,3996508.03,-297.34,80.16,193.49,-16.67,-0.40763,7.61946,3993.16
25.5,-2901284.19,4029233.36,3996527.49,-299.01,80.11,194.25,-16.7,-0.43275,7.61959,4024.07
25.6,-2901314.35,4029241.37,3996547.03,-300.68,80.07,195.01,-16.74,-0.45782,7.61979,4055.11
25.7,-2901344.67,4029249.36,3996566.65,-302.36,80.02,195.77,-16.77,-0.48285,7.62003,4086.27
25.8,-2901375.15,4029257.36,3996586.34,-304.04,79.97,196.54,-16.81,-0.50783,7.62033,4117.55
25.9,-2901405.81,4029265.35,3996606.11,-305.73,79.91,197.3,-16.84,-0.53277,7.62069,4148.95
26,-2901436.64,4029273.33,3996625.95,-307.42,79.86,198.06,-16.88,-0.55767,7.6211,4180.47
26.1,-2901467.63,4029281.31,3996645.87,-309.11,79.8,198.82,-16.92,-0.58252,7.62157,4212.11
26.2,-2901498.8,4029289.28,3996665.87,-310.8,79.74,199.59,-16.95,-0.60733,7.6221,4243.88
26.3,-2901530.13,4029297.24,3996685.94,-312.5,79.68,200.35,-16.99,-0.6321,7.62269,4275.76
26.4,-2901561.64,4029305.2,3996706.09,-314.2,79.61,201.11,-17.02,-0.65682,7.62333,4307.77
26.5,-2901593.31,4029313.15,3996726.31,-315.91,79.54,201.87,-17.06,-0.6815,7.62404,4339.9
26.6,-2901625.16,4029321.1,3996746.62,-317.62,79.47,202.63,-17.1,-0.70614,7.62481,4372.15
26.7,-2901657.18,4029329.03,3996766.99,-319.33,79.4,203.4,-17.13,-0.73073,7.62564,4404.52
26.8,-2901689.37,4029336.96,3996787.45,-321.05,79.32,204.16,-17.17,-0.75528,7.62653,4437.01
26.9,-2901721.73,4029344.88,3996807.98,-322.77,79.24,204.92,-17.21,-0.77979,7.62749,4469.62
27,-2901754.27,4029352.79,3996828.59,-324.49,79.16,205.69,-17.24,-0.80426,7.62851,4502.36
27.1,-2901786.98,4029360.7,3996849.27,-326.22,79.08,206.45,-17.28,-0.82868,7.62959,4535.21
27.2,-2901819.86,4029368.59,3996870.03,-327.95,79,207.21,-17.32,-0.85306,7.63074,4568.19
27.3,-2901852.92,4029376.48,3996890.86,-329.69,78.91,207.97,-17.35,-0.8774,7.63196,4601.29
27.4,-2901886.15,4029384.36,3996911.78,-331.43,78.82,208.74,-17.39,-0.9017,7.63324,4634.51
27.5,-2901919.55,4029392.22,3996932.76,-333.17,78.73,209.5,-17.43,-0.92595,7.6346,4667.85
27.6,-2901953.13,4029400.08,3996953.83,-334.92,78.63,210.27,-17.46,-0.95017,7.63602,4701.31
27.7,-2901986.88,4029407.93,3996974.97,-336.67,78.53,211.03,-17.5,-0.97434,7.6375,4734.89
27.8,-2902020.81,4029415.77,3996996.19,-338.42,78.43,211.79,-17.54,-0.99847,7.63906,4768.6
27.9,-2902054.92,4029423.6,3997017.48,-340.18,78.33,212.56,-17.58,-1.02256,7.64069,4802.43
28,-2902089.2,4029431.41,3997038.85,-341.94,78.23,213.32,-17.61,-1.04661,7.6424,4836.38
28.1,-2902123.66,4029439.22,3997060.3,-343.7,78.12,214.09,-17.65,-1.07062,7.64417,4870.45
28.2,-2902158.3,4029447.02,3997081.82,-345.47,78.01,214.85,-17.69,-1.09458,7.64602,4904.64
28.3,-2902193.11,4029454.8,3997103.42,-347.25,77.9,215.62,-17.73,-1.11851,7.64794,4938.95
28.4,-2902228.1,4029462.57,3997125.1,-349.02,77.78,216.38,-17.76,-1.14239,7.64993,4973.39
28.5,-2902263.27,4029470.33,3997146.85,-350.8,77.67,217.15,-17.8,-1.16624,7.652,5007.94
28.6,-2902298.62,4029478.08,3997168.68,-352.59,77.55,217.91,-17.84,-1.19004,7.65415,5042.62
28.7,-2902334.14,4029485.82,3997190.59,-354.37,77.43,218.68,-17.88,-1.21381,7.65637,5077.42
28.8,-2902369.85,4029493.54,3997212.57,-356.17,77.3,219.44,-17.92,-1.23754,7.65867,5112.35
28.9,-2902405.74,4029501.26,3997234.63,-357.96,77.18,220.21,-17.95,-1.26122,7.66105,5147.39
29,-2902441.8,4029508.95,3997256.76,-359.76,77.05,220.97,-17.99,-1.28487,7.66351,5182.56
29.1,-2902478.05,4029516.64,3997278.98,-361.56,76.92,221.74,-18.03,-1.30848,7.66604,5217.85
29.2,-2902514.48,4029524.31,3997301.26,-363.37,76.78,222.51,-18.07,-1.33205,7.66866,5253.26
29.3,-2902551.08,4029531.97,3997323.63,-365.18,76.65,223.28,-18.11,-1.35558,7.67135,5288.79
29.4,-2902587.88,4029539.61,3997346.07,-367,76.51,224.04,-18.15,-1.37907,7.67413,5324.45
29.5,-2902624.85,4029547.24,3997368.59,-368.82,76.37,224.81,-18.19,-1.40252,7.67699,5360.22
29.6,-2902662,4029554.86,3997391.19,-370.64,76.23,225.58,-18.23,-1.42594,7.67994,5396.12
29.7,-2902699.34,4029562.46,3997413.86,-372.47,76.08,226.35,-18.27,-1.44932,7.68297,5432.14
29.8,-2902736.86,4029570.05,3997436.61,-374.3,75.94,227.12,-18.31,-1.47266,7.68608,5468.29
29.9,-2902774.57,4029577.62,3997459.44,-376.13,75.79,227.88,-18.35,-1.49596,7.68928,5504.56
30,-2902812.46,4029585.17,3997482.34,-377.97,75.63,228.65,-18.39,-1.51923,7.69256,5540.94
30.1,-2902850.53,4029592.71,3997505.32,-379.81,75.48,229.42,-18.43,-1.54246,7.69593,5577.46
30.2,-2902888.79,4029600.24,3997528.38,-381.66,75.32,230.19,-18.47,-1.56565,7.69939,5614.09
30.3,-2902927.23,4029607.75,3997551.52,-383.51,75.16,230.96,-18.51,-1.58881,7.70293,5650.85
30.4,-2902965.86,4029615.24,3997574.73,-385.36,75,231.73,-18.55,-1.61193,7.70656,5687.73
30.5,-2903004.67,4029622.72,3997598.02,-387.22,74.84,232.5,-18.59,-1.63502,7.71029,5724.73
30.6,-2903043.68,4029630.17,3997621.38,-389.08,74.67,233.28,-18.63,-1.65807,7.7141,5761.85
30.7,-2903082.86,4029637.62,3997644.83,-390.95,74.51,234.05,-18.67,-1.68108,7.718,5799.1
30.8,-2903122.24,4029645.04,3997668.35,-392.82,74.34,234.82,-18.71,-1.70406,7.722,5836.47
30.9,-2903161.8,4029652.45,3997691.94,-394.7,74.16,235.59,-18.75,-1.72701,7.72608,5873.97
31,-2903201.56,4029659.84,3997715.62,-396.58,73.99,236.37,-18.79,-1.74992,7.73026,5911.59
31.1,-2903241.5,4029667.21,3997739.37,-398.46,73.81,237.14,-18.83,-1.7728,7.73454,5949.33
31.2,-2903281.62,4029674.57,3997763.2,-400.35,73.63,237.91,-18.87,-1.79564,7.7389,5987.19
31.3,-2903321.94,4029681.9,3997787.11,-402.24,73.45,238.69,-18.92,-1.81845,7.74336,6025.18
31.4,-2903362.45,4029689.22,3997811.1,-404.13,73.27,239.46,-18.96,-1.84122,7.74792,6063.29
31.5,-2903403.15,4029696.52,3997835.16,-406.03,73.08,240.24,-19,-1.86397,7.75257,6101.52
31.6,-2903444.04,4029703.8,3997859.3,-407.94,72.89,241.01,-19.04,-1.88668,7.75732,6139.88
31.7,-2903485.12,4029711.06,3997883.52,-409.85,72.7,241.79,-19.08,-1.90936,7.76217,6178.36
31.8,-2903526.39,4029718.3,3997907.81,-411.76,72.51,242.57,-19.13,-1.932,7.76712,6216.97
31.9,-2903567.85,4029725.52,3997932.18,-413.68,72.31,243.34,-19.17,-1.95462,7.77216,6255.7
32,-2903609.51,4029732.72,3997956.64,-415.6,72.11,244.12,-19.21,-1.9772,7.77731,6294.55
32.1,-2903651.36,4029739.9,3997981.16,-417.52,71.91,244.9,-19.26,-1.99975,7.78255,6333.53
32.2,-2903693.4,4029747.06,3998005.77,-419.45,71.71,245.68,-19.3,-2.02227,7.78789,6372.63
32.3,-2903735.64,4029754.2,3998030.46,-421.39,71.51,246.46,-19.34,-2.04476,7.79334,6411.85
32.4,-2903778.07,4029761.32,3998055.22,-423.33,71.3,247.24,-19.39,-2.06723,7.79889,6451.2
32.5,-2903820.69,4029768.42,3998080.06,-425.27,71.09,248.02,-19.43,-2.08966,7.80454,6490.68
32.6,-2903863.51,4029775.5,3998104.98,-427.22,70.88,248.8,-19.47,-2.11206,7.81029,6530.28
32.7,-2903906.52,4029782.56,3998129.98,-429.17,70.67,249.58,-19.52,-2.13443,7.81615,6570
32.8,-2903949.73,4029789.59,3998155.05,-431.12,70.45,250.36,-19.56,-2.15677,7.82211,6609.85
32.9,-2903993.14,4029796.6,3998180.2,-433.09,70.23,251.15,-19.61,-2.17909,7.82818,6649.82
33,-2904036.74,4029803.59,3998205.44,-435.05,70.01,251.93,-19.65,-2.20138,7.83436,6689.92
33.1,-2904080.54,4029810.56,3998230.75,-437.02,69.79,252.71,-19.7,-2.22364,7.84064,6730.14
33.2,-2904124.54,4029817.51,3998256.14,-438.99,69.57,253.5,-19.74,-2.24587,7.84703,6770.49
33.3,-2904168.74,4029824.43,3998281.6,-440.97,69.34,254.28,-19.79,-2.26807,7.85352,6810.96
33.4,-2904213.13,4029831.33,3998307.15,-442.96,69.11,255.07,-19.83,-2.29025,7.86013,6851.56
33.5,-2904257.73,4029838.2,3998332.77,-444.94,68.88,255.86,-19.88,-2.3124,7.86684,6892.28
33.6,-2904302.52,4029845.06,3998358.48,-446.94,68.64,256.64,-19.92,-2.33453,7.87366,6933.13
33.7,-2904347.51,4029851.89,3998384.26,-448.93,68.41,257.43,-19.97,-2.35663,7.8806,6974.11
33.8,-2904392.71,4029858.69,3998410.12,-450.93,68.17,258.22,-20.01,-2.3787,7.88764,7015.21
33.9,-2904438.1,4029865.47,3998436.06,-452.94,67.93,259.01,-20.06,-2.40076,7.8948,7056.43
34,-2904483.7,4029872.23,3998462.08,-454.95,67.69,259.8,-20.11,-2.42278,7.90207,7097.79
34.1,-2904529.49,4029878.96,3998488.18,-456.97,67.44,260.59,-20.15,-2.44478,7.90945,7139.27
34.2,-2904575.49,4029885.67,3998514.36,-458.99,67.2,261.38,-20.2,-2.46676,7.91695,7180.87
34.3,-2904621.7,4029892.35,3998540.62,-461.01,66.95,262.17,-20.25,-2.48872,7.92456,7222.6
34.4,-2904668.1,4029899.01,3998566.95,-463.04,66.7,262.97,-20.3,-2.51065,7.93228,7264.46
34.5,-2904714.71,4029905.64,3998593.37,-465.08,66.44,263.76,-20.34,-2.53256,7.94012,7306.45
34.6,-2904761.52,4029912.25,3998619.86,-467.11,66.19,264.56,-20.39,-2.55445,7.94808,7348.56
34.7,-2904808.54,4029918.83,3998646.44,-469.16,65.93,265.35,-20.44,-2.57631,7.95615,7390.8
34.8,-2904855.77,4029925.38,3998673.09,-471.21,65.67,266.15,-20.49,-2.59816,7.96434,7433.16
34.9,-2904903.19,4029931.91,3998699.83,-473.26,65.41,266.95,-20.54,-2.61998,7.97265,7475.66
35,-2904950.83,4029938.41,3998726.64,-475.32,65.15,267.74,-20.59,-2.64178,7.98108,7518.28
35.1,-2904998.67,4029944.88,3998753.54,-477.38,64.88,268.54,-20.64,-2.66357,7.98962,7561.03
35.2,-2905046.72,4029951.33,3998780.51,-479.45,64.61,269.34,-20.68,-2.68533,7.99829,7603.9
35.3,-2905094.98,4029957.75,3998807.57,-481.53,64.34,270.14,-20.73,-2.70707,8.00707,7646.9
35.4,-2905143.44,4029964.15,3998834.7,-483.6,64.07,270.95,-20.78,-2.7288,8.01598,7690.04
35.5,-2905192.11,4029970.51,3998861.91,-485.69,63.79,271.75,-20.83,-2.75051,8.02501,7733.3
35.6,-2905240.99,4029976.85,3998889.21,-487.78,63.51,272.55,-20.88,-2.77219,8.03416,7776.68
35.7,-2905290.09,4029983.16,3998916.59,-489.87,63.24,273.36,-20.93,-2.79387,8.04343,7820.2
35.8,-2905339.39,4029989.44,3998944.04,-491.97,62.95,274.16,-20.99,-2.81552,8.05283,7863.85
35.9,-2905388.9,4029995.69,3998971.58,-494.07,62.67,274.97,-21.04,-2.83716,8.06235,7907.62
36,-2905438.62,4030001.92,3998999.2,-496.18,62.38,275.77,-21.09,-2.85878,8.07199,7951.52
36.1,-2905488.56,4030008.11,3999026.9,-498.29,62.1,276.58,-21.14,-2.88038,8.08176,7995.55
36.2,-2905538.71,4030014.28,3999054.68,-500.41,61.81,277.39,-21.19,-2.90197,8.09166,8039.71
36.3,-2905589.07,4030020.41,3999082.54,-502.54,61.51,278.2,-21.24,-2.92355,8.10168,8084
36.4,-2905639.64,4030026.52,3999110.48,-504.67,61.22,279.01,-21.29,-2.94511,8.11183,8128.42
36.5,-2905690.43,4030032.6,3999138.5,-506.8,60.92,279.83,-21.35,-2.96666,8.1221,8172.97
36.6,-2905741.43,4030038.65,3999166.61,-508.94,60.62,280.64,-21.4,-2.98819,8.1325,8217.65
36.7,-2905792.64,4030044.66,3999194.79,-511.09,60.32,281.45,-21.45,-3.00971,8.14304,8262.46
36.8,-2905844.07,4030050.65,3999223.06,-513.24,60.02,282.27,-21.51,-3.03121,8.1537,8307.4
36.9,-2905895.72,4030056.61,3999251.41,-515.39,59.71,283.08,-21.56,-3.05271,8.16449,8352.47
37,-2905947.58,4030062.53,3999279.84,-517.55,59.41,283.9,-21.61,-3.07419,8.17541,8397.67
37.1,-2905999.66,4030068.43,3999308.35,-519.72,59.1,284.72,-21.67,-3.09566,8.18646,8443.01
37.2,-2906051.96,4030074.29,3999336.95,-521.89,58.79,285.54,-21.72,-3.11712,8.19764,8488.47
37.3,-2906104.48,4030080.12,3999365.62,-524.07,58.47,286.36,-21.78,-3.13857,8.20896,8534.06
37.4,-2906157.21,4030085.92,3999394.38,-526.25,58.16,287.18,-21.83,-3.16002,8.22041,8579.79
37.5,-2906210.17,4030091.69,3999423.23,-528.44,57.84,288.01,-21.89,-3.18145,8.23199,8625.64
37.6,-2906263.34,4030097.42,3999452.15,-530.64,57.52,288.83,-21.94,-3.20287,8.2437,8671.63
37.7,-2906316.73,4030103.13,3999481.16,-532.84,57.19,289.66,-22,-3.22428,8.25555,8717.75
37.8,-2906370.35,4030108.8,3999510.25,-535.04,56.87,290.48,-22.05,-3.24569,8.26753,8764.01
37.9,-2906424.18,4030114.44,3999539.42,-537.25,56.54,291.31,-22.11,-3.26709,8.27965,8810.39
38,-2906478.24,4030120.04,3999568.68,-539.47,56.21,292.14,-22.16,-3.28848,8.2919,8856.91
38.1,-2906532.52,4030125.61,3999598.01,-541.69,55.88,292.97,-22.22,-3.30986,8.30429,8903.56
38.2,-2906587.02,4030131.15,3999627.44,-543.92,55.55,293.8,-22.28,-3.33124,8.31682,8950.34
38.3,-2906641.75,4030136.66,3999656.94,-546.15,55.22,294.64,-22.34,-3.35261,8.32948,8997.26
38.4,-2906696.7,4030142.13,3999686.53,-548.39,54.88,295.47,-22.39,-3.37398,8.34228,9044.31
38.5,-2906751.88,4030147.56,3999716.2,-550.64,54.54,296.31,-22.45,-3.39534,8.35522,9091.49
38.6,-2906807.28,4030152.97,3999745.96,-552.89,54.2,297.14,-22.51,-3.4167,8.3683,9138.81
38.7,-2906862.91,4030158.33,3999775.8,-555.14,53.85,297.98,-22.57,-3.43806,8.38152,9186.26
38.8,-2906918.76,4030163.67,3999805.72,-557.41,53.51,298.82,-22.63,-3.45941,8.39488,9233.85
38.9,-2906974.84,4030168.97,3999835.73,-559.68,53.16,299.66,-22.69,-3.48076,8.40838,9281.57
39,-2907031.15,4030174.23,3999865.82,-561.95,52.81,300.5,-22.75,-3.50211,8.42202,9329.42
39.1,-2907087.69,4030179.46,3999896,-564.23,52.46,301.35,-22.8,-3.52345,8.4358,9377.41
39.2,-2907144.45,4030184.65,3999926.26,-566.52,52.1,302.19,-22.86,-3.5448,8.44972,9425.54
39.3,-2907201.45,4030189.81,3999956.61,-568.81,51.75,303.04,-22.93,-3.56614,8.46379,9473.8
39.4,-2907258.68,4030194.93,3999987.04,-571.11,51.39,303.89,-22.99,-3.58748,8.478,9522.19
39.5,-2907316.13,4030200.01,4000017.55,-573.41,51.03,304.73,-23.05,-3.60883,8.49235,9570.73
39.6,-2907373.82,4030205.06,4000048.15,-575.72,50.66,305.59,-23.11,-3.63017,8.50684,9619.39
39.7,-2907431.74,4030210.07,4000078.84,-578.04,50.3,306.44,-23.17,-3.65152,8.52148,9668.2
39.8,-2907489.89,4030215.05,4000109.61,-580.36,49.93,307.29,-23.23,-3.67287,8.53627,9717.14
39.9,-2907548.28,4030219.98,4000140.47,-582.69,49.56,308.15,-23.29,-3.69422,8.5512,9766.22
40,-2907606.9,4030224.88,4000171.41,-585.03,49.19,309,-23.36,-3.71558,8.56628,9815.43
40.1,-2907665.75,4030229.75,4000202.44,-587.37,48.82,309.86,-23.42,-3.73693,8.5815,9864.79
40.2,-2907724.84,4030234.57,4000233.56,-589.72,48.44,310.72,-23.48,-3.7583,8.59687,9914.28
40.3,-2907784.17,4030239.36,4000264.76,-592.07,48.06,311.58,-23.55,-3.77966,8.61239,9963.91
40.4,-2907843.73,4030244.11,4000296.05,-594.43,47.68,312.44,-23.61,-3.80104,8.62805,10013.67
40.5,-2907903.53,4030248.82,4000327.42,-596.8,47.3,313.31,-23.67,-3.82243,8.64378,10063.58
40.6,-2907963.56,4030253.49,4000358.88,-599.17,46.91,314.18,-23.74,-3.84386,8.65943,10113.62
40.7,-2908023.84,4030258.12,4000390.43,-601.55,46.53,315.04,-23.8,-3.86529,8.67524,10163.8
40.8,-2908084.35,4030262.72,4000422.06,-603.94,46.14,315.91,-23.86,-3.88675,8.69107,10214.12
40.9,-2908145.1,4030267.27,4000453.79,-606.33,45.75,316.78,-23.92,-3.90886,8.70268,10264.58
41,-2908206.1,4030271.79,4000485.59,-608.73,45.36,317.65,-23.98,-3.93096,8.71442,10315.18
41.1,-2908267.33,4030276.27,4000517.49,-611.13,44.96,318.53,-24.03,-3.95306,8.72628,10365.92
41.2,-2908328.8,4030280.7,4000549.47,-613.54,44.56,319.4,-24.09,-3.97515,8.73827,10416.8
41.3,-2908390.52,4030285.1,4000581.55,-615.96,44.16,320.28,-24.15,-3.99725,8.75038,10467.82
41.4,-2908452.48,4030289.46,4000613.7,-618.38,43.76,321.15,-24.21,-4.01934,8.76262,10518.99
41.5,-2908514.68,4030293.77,4000645.95,-620.81,43.36,322.03,-24.26,-4.04143,8.77499,10570.29
41.6,-2908577.13,4030298.05,4000678.29,-623.24,42.95,322.91,-24.32,-4.06352,8.78748,10621.73
41.7,-2908639.82,4030302.28,4000710.71,-625.68,42.54,323.79,-24.38,-4.08561,8.8001,10673.31
41.8,-2908702.75,4030306.47,4000743.22,-628.12,42.13,324.67,-24.44,-4.1077,8.81285,10725.04
41.9,-2908765.93,4030310.62,4000775.82,-630.57,41.72,325.55,-24.5,-4.12979,8.82573,10776.9
42,-2908829.36,4030314.73,4000808.51,-633.03,41.3,326.44,-24.56,-4.15189,8.83874,10828.91
42.1,-2908893.03,4030318.8,4000841.28,-635.49,40.89,327.32,-24.62,-4.17398,8.85189,10881.06
42.2,-2908956.95,4030322.83,4000874.15,-637.95,40.47,328.21,-24.68,-4.19608,8.86516,10933.35
42.3,-2909021.11,4030326.81,4000907.1,-640.43,40.04,329.09,-24.74,-4.21818,8.87856,10985.78
42.4,-2909085.53,4030330.75,4000940.15,-642.91,39.62,329.98,-24.8,-4.24028,8.8921,11038.36
42.5,-2909150.19,4030334.65,4000973.28,-645.39,39.19,330.87,-24.86,-4.26238,8.90577,11091.08
42.6,-2909215.1,4030338.5,4001006.5,-647.89,38.77,331.77,-24.92,-4.28449,8.91958,11143.94
42.7,-2909280.27,4030342.32,4001039.81,-650.38,38.34,332.66,-24.98,-4.30661,8.93351,11196.94
42.8,-2909345.68,4030346.08,4001073.21,-652.89,37.9,333.55,-25.04,-4.32873,8.94759,11250.09
42.9,-2909411.35,4030349.81,4001106.7,-655.4,37.47,334.45,-25.13,-4.34955,8.97329,11303.38
43,-2909477.26,4030353.49,4001140.28,-657.92,37.03,335.35,-25.19,-4.37141,8.9902,11356.82
43.1,-2909543.44,4030357.13,4001173.95,-660.45,36.59,336.25,-25.26,-4.39328,9.00723,11410.4
43.2,-2909609.86,4030360.72,4001207.71,-662.98,36.15,337.15,-25.33,-4.41518,9.02439,11464.12
43.3,-2909676.54,4030364.27,4001241.56,-665.52,35.71,338.06,-25.4,-4.43709,9.04166,11517.99
43.4,-2909743.47,4030367.77,4001275.5,-668.06,35.26,338.96,-25.46,-4.45902,9.05905,11572.01
43.5,-2909810.66,4030371.23,4001309.54,-670.62,34.81,339.87,-25.53,-4.48097,9.07657,11626.17
43.6,-2909878.11,4030374.64,4001343.66,-673.18,34.36,340.78,-25.6,-4.50293,9.09421,11680.48
43.7,-2909945.81,4030378.01,4001377.87,-675.74,33.91,341.69,-25.67,-4.52491,9.11197,11734.93
43.8,-2910013.77,4030381.34,4001412.18,-678.32,33.45,342.61,-25.74,-4.54692,9.12985,11789.53
43.9,-2910081.99,4030384.61,4001446.58,-680.9,33,343.52,-25.81,-4.56894,9.14785,11844.28
44,-2910150.47,4030387.84,4001481.07,-683.49,32.54,344.44,-25.88,-4.59098,9.16598,11899.17
44.1,-2910219.21,4030391.03,4001515.65,-686.08,32.08,345.36,-25.95,-4.61305,9.18423,11954.22
44.2,-2910288.21,4030394.17,4001550.32,-688.69,31.61,346.28,-26.02,-4.63513,9.2026,12009.4
44.3,-2910357.47,4030397.26,4001585.09,-691.29,31.15,347.2,-26.09,-4.65724,9.2211,12064.74
44.4,-2910426.99,4030400.3,4001619.95,-693.91,30.68,348.12,-26.16,-4.67936,9.23972,12120.23
44.5,-2910496.77,4030403.3,4001654.9,-696.53,30.21,349.05,-26.23,-4.70151,9.25847,12175.86
44.6,-2910566.82,4030406.25,4001689.94,-699.16,29.74,349.98,-26.31,-4.72369,9.27734,12231.64
44.7,-2910637.13,4030409.15,4001725.08,-701.8,29.26,350.91,-26.38,-4.74588,9.29633,12287.58
44.8,-2910707.71,4030412.01,4001760.31,-704.45,28.79,351.84,-26.45,-4.7681,9.31545,12343.66
44.9,-2910778.55,4030414.81,4001795.63,-707.1,28.31,352.77,-26.52,-4.79034,9.3347,12399.89
45,-2910849.66,4030417.57,4001831.05,-709.76,27.83,353.71,-26.6,-4.81261,9.35407,12456.27
45.1,-2910921.04,4030420.28,4001866.56,-712.43,27.34,354.64,-26.67,-4.8349,9.37357,12512.8
45.2,-2910992.68,4030422.94,4001902.17,-715.1,26.86,355.58,-26.74,-4.85721,9.39319,12569.49
45.3,-2911064.59,4030425.56,4001937.87,-717.78,26.37,356.52,-26.82,-4.87956,9.41294,12626.32
45.4,-2911136.77,4030428.12,4001973.66,-720.47,25.88,357.47,-26.89,-4.90192,9.43282,12683.31
45.5,-2911209.23,4030430.63,4002009.55,-723.17,25.39,358.41,-26.97,-4.92432,9.45282,12740.44
45.6,-2911281.95,4030433.1,4002045.53,-725.87,24.89,359.36,-27.04,-4.94674,9.47295,12797.73
45.7,-2911354.94,4030435.51,4002081.61,-728.59,24.39,360.31,-27.12,-4.96918,9.49321,12855.18
45.8,-2911428.21,4030437.88,4002117.78,-731.3,23.89,361.26,-27.19,-4.99166,9.5136,12912.77
45.9,-2911501.75,4030440.19,4002154.05,-734.03,23.39,362.21,-27.27,-5.01416,9.53411,12970.52
46,-2911575.56,4030442.45,4002190.42,-736.77,22.89,363.17,-27.34,-5.03669,9.55475,13028.42
46.1,-2911649.65,4030444.67,4002226.88,-739.51,22.38,364.13,-27.42,-5.05925,9.57552,13086.48
46.2,-2911724.01,4030446.83,4002263.43,-742.26,21.88,365.09,-27.5,-5.08184,9.59643,13144.69
46.3,-2911798.65,4030448.94,4002300.09,-745.02,21.37,366.05,-27.58,-5.10446,9.61746,13203.05
46.4,-2911873.57,4030451,4002336.84,-747.78,20.85,367.01,-27.65,-5.12711,9.63862,13261.57
46.5,-2911948.76,4030453.01,4002373.68,-750.55,20.34,367.98,-27.73,-5.14979,9.65991,13320.25
46.6,-2912024.24,4030454.96,4002410.63,-753.33,19.82,368.95,-27.81,-5.1725,9.68133,13379.08
46.7,-2912099.99,4030456.87,4002447.67,-756.12,19.3,369.92,-27.89,-5.19524,9.70288,13438.07
46.8,-2912176.02,4030458.72,4002484.8,-758.92,18.78,370.89,-27.97,-5.21802,9.72456,13497.21
46.9,-2912252.33,4030460.52,4002522.04,-761.72,18.25,371.86,-28.04,-5.24082,9.74637,13556.51
47,-2912328.93,4030462.27,4002559.37,-764.54,17.73,372.84,-28.12,-5.26366,9.76832,13615.96
47.1,-2912405.8,4030463.96,4002596.8,-767.36,17.2,373.82,-28.2,-5.28653,9.7904,13675.58
47.2,-2912482.96,4030465.6,4002634.33,-770.19,16.67,374.8,-28.28,-5.30944,9.8126,13735.35
47.3,-2912560.41,4030467.19,4002671.96,-773.02,16.14,375.78,-28.36,-5.33238,9.83495,13795.28
47.4,-2912638.14,4030468.72,4002709.68,-775.87,15.6,376.77,-28.44,-5.35535,9.85742,13855.37
47.5,-2912716.15,4030470.2,4002747.51,-778.72,15.06,377.76,-28.53,-5.37836,9.88003,13915.62
47.6,-2912794.45,4030471.63,4002785.43,-781.58,14.52,378.75,-28.61,-5.4014,9.90277,13976.02
47.7,-2912873.04,4030473,4002823.46,-784.45,13.98,379.74,-28.69,-5.42448,9.92564,14036.59
47.8,-2912951.92,4030474.31,4002861.58,-787.33,13.43,380.74,-28.77,-5.44759,9.94865,14097.32
47.9,-2913031.08,4030475.57,4002899.8,-790.21,12.89,381.73,-28.85,-5.47074,9.9718,14158.2
48,-2913110.54,4030476.78,4002938.13,-793.1,12.34,382.73,-28.94,-5.49393,9.99508,14219.25
48.1,-2913190.28,4030477.93,4002976.55,-796.01,11.79,383.73,-29.02,-5.51715,10.01849,14280.46
48.2,-2913270.32,4030479.03,4003015.07,-798.92,11.23,384.74,-29.1,-5.54042,10.04204,14341.83
48.3,-2913350.65,4030480.07,4003053.7,-801.84,10.68,385.74,-29.19,-5.56372,10.06573,14403.37
48.4,-2913431.27,4030481.05,4003092.43,-804.76,10.12,386.75,-29.27,-5.58706,10.08955,14465.06
48.5,-2913512.19,4030481.98,4003131.25,-807.7,9.56,387.76,-29.36,-5.61043,10.11351,14526.92
48.6,-2913593.4,4030482.85,4003170.18,-810.64,8.99,388.78,-29.44,-5.63385,10.1376,14588.94
48.7,-2913674.91,4030483.66,4003209.21,-813.59,8.43,389.79,-29.53,-5.65731,10.16183,14651.13
48.8,-2913756.71,4030484.42,4003248.34,-816.56,7.86,390.81,-29.61,-5.6808,10.1862,14713.48
48.9,-2913838.81,4030485.12,4003287.58,-819.53,7.29,391.83,-29.7,-5.70434,10.21071,14775.99
49,-2913921.21,4030485.76,4003326.91,-822.5,6.72,392.86,-29.78,-5.72792,10.23536,14838.67
49.1,-2914003.91,4030486.35,4003366.35,-825.49,6.14,393.88,-29.87,-5.75154,10.26015,14901.51
49.2,-2914086.91,4030486.88,4003405.9,-828.49,5.56,394.91,-29.96,-5.7752,10.28507,14964.52
49.3,-2914170.21,4030487.35,4003445.54,-831.49,4.98,395.94,-30.04,-5.7989,10.31014,15027.69
49.4,-2914253.81,4030487.76,4003485.29,-834.5,4.4,396.98,-30.13,-5.82265,10.33534,15091.04
49.5,-2914337.71,4030488.11,4003525.15,-837.53,3.82,398.01,-30.22,-5.84644,10.36069,15154.54
49.6,-2914421.92,4030488.4,4003565.1,-840.56,3.23,399.05,-30.31,-5.87027,10.38617,15218.22
49.7,-2914506.43,4030488.64,4003605.16,-843.6,2.64,400.09,-30.4,-5.89415,10.4118,15282.06
49.8,-2914591.25,4030488.81,4003645.33,-846.65,2.05,401.14,-30.49,-5.91807,10.43757,15346.08
